"loan_amnt","term","int_rate","emp_length","home_ownership","annual_inc","purpose","addr_state","dti","delinq_2yrs","revol_util","total_acc","bad_loan","longest_credit_length","verification_status"
4800,"36 months",13.43,1,"RENT",31000.0,"wedding","MI",11.03,0,50.0,8,0,4,"verified"
7125,"36 months",6.92,10,"RENT",70000.0,"debt_consolidation","MD",28.61,0,21.200000000000003,29,0,14,"verified"
8000,"36 months",14.540000000000001,10,"OWN",52680.0,"home_improvement","NC",19.02,1,15.100000000000001,53,0,16,"verified"
5000,"60 months",13.43,4,"MORTGAGE",65000.0,"major_purchase","CA",17.93,0,10.08,17,0,12,"verified"
6000,"36 months",7.66,,"MORTGAGE",54000.0,"house","NY",15.27,0,34.4,25,0,10,"verified"
6500,"60 months",11.11,5,"MORTGAGE",50000.0,"other","FL",9.0,0,1.1,22,0,15,"not verified"
6000,"36 months",14.91,,"MORTGAGE",46800.0,"debt_consolidation","MI",10.05,0,72.10000000000001,25,0,12,"verified"
29700,"36 months",11.11,10,"RENT",73000.0,"debt_consolidation","NJ",26.45,0,2.5,20,0,18,"verified"
10000,"60 months",10.370000000000001,9,"MORTGAGE",133500.0,"home_improvement","MI",15.860000000000001,0,15.3,33,0,19,"verified"
10000,"60 months",12.68,8,"MORTGAGE",120000.0,"credit_card","CA",10.02,0,75.5,17,1,20,"verified"
10000,"60 months",18.62,0,"RENT",42000.0,"debt_consolidation","TX",11.31,0,96.9,15,0,7,"verified"
8000,"36 months",10.74,1,"RENT",45000.0,"debt_consolidation","MD",15.280000000000001,0,87.80000000000001,21,0,9,"verified"
12000,"60 months",15.65,10,"RENT",46000.0,"other","OH",9.39,0,83.5,25,1,14,"verified"
16000,"60 months",11.11,4,"RENT",70000.0,"wedding","CA",1.03,0,6.2,19,0,9,"verified"
7000,"36 months",6.92,4,"RENT",24000.0,"moving","CA",5.55,0,11.8,10,0,19,"verified"
5600,"36 months",9.63,6,"RENT",43860.0,"other","OR",11.03,0,86.10000000000001,15,0,7,"not verified"
12000,"36 months",5.79,1,"MORTGAGE",90000.0,"debt_consolidation","PA",23.29,0,30.400000000000002,32,0,14,"verified"
5600,"36 months",12.68,4,"RENT",24000.0,"debt_consolidation","NJ",15.5,0,41.800000000000004,8,0,4,"verified"
3000,"36 months",14.540000000000001,3,"OWN",26400.0,"other","WA",10.18,0,81.7,8,0,6,"verified"
24000,"36 months",17.14,0,"RENT",53000.0,"debt_consolidation","VA",17.03,1,96.7,14,0,14,"verified"
10500,"60 months",17.14,6,"RENT",28308.800000000003,"debt_consolidation","PA",14.07,0,95.30000000000001,43,0,11,"verified"
5000,"36 months",6.92,9,"RENT",48000.0,"debt_consolidation","IL",14.93,0,23.6,16,0,8,"not verified"
30000,"60 months",11.11,10,"MORTGAGE",61200.0,"home_improvement","GA",0.08,0,0.2,11,0,22,"verified"
2400,"60 months",14.17,4,"MORTGAGE",52800.0,"small_business","CO",17.98,0,84.0,28,0,15,"verified"
7200,"36 months",7.29,4,"MORTGAGE",150000.0,"major_purchase","MO",6.57,0,88.30000000000001,24,0,23,"verified"
4200,"36 months",10.370000000000001,0,"RENT",35000.0,"small_business","HI",18.31,0,56.1,10,0,7,"verified"
16000,"60 months",16.400000000000002,7,"RENT",50000.0,"debt_consolidation","CA",21.48,0,55.2,10,1,17,"verified"
8000,"36 months",7.29,3,"MORTGAGE",86000.0,"credit_card","CO",2.53,0,61.900000000000006,21,0,16,"not verified"
18500,"60 months",12.68,10,"MORTGAGE",55000.0,"credit_card","MN",24.26,0,76.2,23,1,13,"verified"
21000,"60 months",16.77,5,"MORTGAGE",78000.0,"debt_consolidation","CA",9.85,0,31.1,15,1,14,"verified"
5550,"60 months",13.06,,"OWN",16572.0,"debt_consolidation","PA",19.62,0,83.7,9,1,16,"not verified"
2500,"36 months",14.540000000000001,1,"RENT",31000.0,"debt_consolidation","PA",18.5,1,49.7,17,0,11,"not verified"
8250,"60 months",9.63,10,"MORTGAGE",46500.0,"debt_consolidation","PA",28.75,0,26.200000000000003,35,0,19,"not verified"
6000,"36 months",7.29,0,"OWN",30000.0,"medical","CA",4.84,0,17.900000000000002,15,0,5,"verified"
6000,"36 months",5.79,4,"RENT",51356.0,"credit_card","CA",11.540000000000001,0,35.2,15,0,13,"not verified"
9000,"36 months",7.29,6,"MORTGAGE",41000.0,"debt_consolidation","IL",4.95,0,88.0,21,0,13,"not verified"
12000,"36 months",6.92,4,"MORTGAGE",75000.0,"debt_consolidation","CA",5.36,0,40.800000000000004,11,0,10,"not verified"
12000,"60 months",16.77,6,"MORTGAGE",68947.2,"debt_consolidation","MN",20.42,0,36.0,50,0,11,"not verified"
6625,"36 months",16.400000000000002,2,"MORTGAGE",36000.0,"debt_consolidation","AL",23.1,1,8.6,40,0,7,"not verified"
16250,"60 months",10.370000000000001,,"MORTGAGE",55560.0,"home_improvement","KS",0.43,0,6.1000000000000005,24,0,25,"verified"
15000,"36 months",7.66,2,"MORTGAGE",125000.0,"house","OK",12.48,0,19.900000000000002,40,0,14,"verified"
4000,"36 months",9.63,1,"MORTGAGE",48000.0,"debt_consolidation","NC",4.08,1,58.0,15,0,7,"not verified"
35000,"60 months",13.06,10,"RENT",118000.0,"debt_consolidation","VA",25.45,0,11.3,55,1,14,"verified"
7000,"36 months",10.74,6,"RENT",55000.0,"debt_consolidation","CA",19.29,0,85.0,14,1,7,"verified"
9000,"36 months",11.11,4,"RENT",27000.0,"major_purchase","FL",12.49,0,56.5,7,0,4,"not verified"
8000,"60 months",10.370000000000001,5,"RENT",25000.0,"debt_consolidation","MI",20.69,0,31.0,19,0,17,"not verified"
10000,"36 months",7.29,8,"MORTGAGE",70000.0,"home_improvement","CA",7.94,0,16.5,17,0,8,"not verified"
13000,"36 months",10.74,2,"MORTGAGE",37000.0,"small_business","IL",13.200000000000001,1,0.0,13,1,7,"verified"
15850,"60 months",11.11,7,"RENT",36000.0,"vacation","CA",28.37,0,46.0,16,1,19,"not verified"
15000,"36 months",15.280000000000001,0,"RENT",75000.0,"small_business","VT",9.89,0,23.1,22,0,17,"verified"
10000,"36 months",7.29,5,"RENT",99000.0,"wedding","NY",2.25,0,45.300000000000004,11,0,27,"not verified"
4000,"36 months",5.79,1,"RENT",21000.0,"major_purchase","TX",6.17,0,0.7000000000000001,24,0,8,"verified"
7500,"60 months",17.14,10,"MORTGAGE",100000.0,"credit_card","AZ",22.52,0,96.9,18,0,11,"verified"
5000,"36 months",7.29,10,"MORTGAGE",80000.0,"debt_consolidation","NJ",20.34,1,30.3,33,0,24,"not verified"
4000,"36 months",7.66,10,"MORTGAGE",120996.0,"other","TX",22.28,0,61.400000000000006,20,0,13,"verified"
6000,"36 months",16.400000000000002,1,"RENT",25000.0,"moving","NY",7.300000000000001,1,80.7,6,0,4,"verified"
12000,"36 months",10.370000000000001,3,"RENT",47000.0,"debt_consolidation","CT",16.98,0,65.10000000000001,11,0,6,"verified"
5000,"36 months",9.63,9,"MORTGAGE",66500.0,"home_improvement","CA",2.94,0,49.0,16,0,11,"not verified"
13000,"60 months",11.11,5,"MORTGAGE",36000.0,"debt_consolidation","GA",16.77,0,70.60000000000001,23,1,12,"verified"
2700,"36 months",10.74,10,"MORTGAGE",66000.0,"small_business","AZ",14.44,0,95.6,20,0,22,"not verified"
8000,"36 months",16.02,3,"RENT",54000.0,"other","NJ",14.69,0,95.2,9,0,8,"verified"
7875,"36 months",7.66,10,"MORTGAGE",60000.0,"credit_card","KS",23.66,0,48.2,24,0,16,"verified"
6000,"36 months",7.29,6,"RENT",66400.0,"major_purchase","OK",20.8,0,45.1,26,0,16,"not verified"
3000,"36 months",7.29,8,"MORTGAGE",40560.0,"car","VA",7.37,0,21.1,47,0,31,"not verified"
14000,"60 months",13.43,3,"RENT",36500.0,"wedding","PA",22.88,0,36.6,37,0,11,"verified"
30000,"60 months",16.77,8,"MORTGAGE",81996.0,"debt_consolidation","WV",15.57,0,91.80000000000001,23,0,13,"not verified"
16000,"36 months",10.0,1,"RENT",30000.0,"debt_consolidation","MD",10.24,0,48.1,28,0,18,"verified"
6850,"36 months",6.92,8,"MORTGAGE",53000.0,"debt_consolidation","NY",12.93,0,68.9,14,0,11,"verified"
19200,"36 months",7.66,1,"RENT",75000.0,"debt_consolidation","CA",19.650000000000002,0,12.200000000000001,36,0,19,"verified"
14000,"60 months",14.91,10,"MORTGAGE",86000.0,"other","KY",10.34,0,79.5,21,0,28,"verified"
3000,"36 months",9.63,5,"MORTGAGE",70000.0,"small_business","NJ",8.66,0,54.6,30,0,10,"not verified"
15000,"60 months",12.68,0,"RENT",105000.0,"other","TX",8.88,0,13.5,23,0,13,"verified"
5100,"36 months",10.370000000000001,8,"MORTGAGE",59500.0,"moving","AZ",15.540000000000001,0,69.10000000000001,26,0,19,"verified"
10000,"36 months",13.43,3,"MORTGAGE",30000.0,"home_improvement","NC",4.76,0,59.300000000000004,33,1,7,"verified"
9275,"36 months",7.29,4,"MORTGAGE",44004.0,"debt_consolidation","CO",10.69,0,38.5,14,0,11,"verified"
12000,"36 months",10.370000000000001,0,"RENT",43680.0,"wedding","TX",17.91,0,64.2,10,0,10,"verified"
11000,"36 months",10.0,4,"RENT",50000.0,"debt_consolidation","NY",7.15,0,22.6,25,0,12,"verified"
2400,"36 months",7.66,5,"RENT",44000.0,"debt_consolidation","AZ",2.05,0,72.5,9,0,9,"verified"
7000,"36 months",10.74,4,"OWN",48000.0,"debt_consolidation","HI",6.92,0,48.5,11,0,11,"verified"
25000,"60 months",13.8,10,"MORTGAGE",105000.0,"wedding","IL",16.27,0,66.60000000000001,33,1,18,"verified"
4500,"36 months",5.79,5,"RENT",24000.0,"home_improvement","GA",20.700000000000003,0,3.7,6,0,11,"verified"
12000,"36 months",15.65,6,"MORTGAGE",52000.0,"debt_consolidation","NJ",21.740000000000002,0,77.30000000000001,18,0,16,"verified"
9175,"60 months",16.400000000000002,10,"MORTGAGE",75000.0,"debt_consolidation","CA",20.42,1,56.2,25,0,25,"verified"
3000,"36 months",7.29,7,"MORTGAGE",50400.0,"car","CO",0.0,0,0.0,7,0,14,"verified"
11350,"60 months",10.370000000000001,10,"MORTGAGE",66000.0,"home_improvement","NV",8.56,0,73.4,35,0,13,"verified"
3000,"36 months",10.74,1,"RENT",40000.0,"debt_consolidation","NY",6.63,0,59.800000000000004,14,0,4,"not verified"
8000,"60 months",16.77,7,"RENT",55000.0,"debt_consolidation","CO",17.85,1,44.300000000000004,12,0,12,"not verified"
6700,"36 months",10.370000000000001,3,"RENT",28600.0,"credit_card","OR",23.41,1,81.0,19,0,33,"not verified"
5000,"36 months",15.65,3,"MORTGAGE",25380.0,"debt_consolidation","CT",7.85,0,73.9,7,0,5,"verified"
12000,"36 months",14.91,2,"RENT",81744.0,"debt_consolidation","CA",17.2,1,86.30000000000001,25,0,12,"verified"
15000,"36 months",10.0,8,"MORTGAGE",52000.0,"debt_consolidation","NM",11.26,0,24.200000000000003,23,0,11,"not verified"
24000,"36 months",14.91,1,"MORTGAGE",95000.0,"major_purchase","MO",21.94,0,55.800000000000004,18,0,9,"verified"
4200,"36 months",6.92,0,"RENT",30000.0,"debt_consolidation","MD",6.04,0,36.7,12,0,5,"verified"
4800,"60 months",17.88,4,"MORTGAGE",72000.0,"credit_card","MO",14.32,0,45.2,16,0,4,"verified"
6000,"60 months",10.370000000000001,3,"MORTGAGE",60000.0,"debt_consolidation","TX",9.44,0,0.0,34,0,15,"not verified"
7000,"36 months",11.11,0,"OWN",60000.0,"credit_card","PA",15.02,1,41.2,43,0,15,"not verified"
35000,"60 months",15.65,6,"MORTGAGE",175000.0,"debt_consolidation","OK",10.78,0,58.2,34,0,14,"verified"
1000,"36 months",11.11,3,"OWN",16800.0,"car","NY",4.71,0,88.5,24,0,6,"not verified"
12000,"36 months",11.11,2,"RENT",30000.0,"other","CA",19.56,1,39.300000000000004,8,0,9,"verified"
8000,"36 months",7.66,0,"RENT",57600.0,"car","MI",0.52,0,11.3,16,0,8,"verified"
12000,"36 months",11.11,4,"RENT",36000.0,"wedding","FL",0.77,0,30.900000000000002,12,1,4,"verified"
3000,"36 months",10.370000000000001,10,"MORTGAGE",113316.0,"car","MO",21.71,0,83.7,53,0,16,"verified"
10000,"36 months",10.370000000000001,5,"RENT",27600.0,"car","FL",1.74,0,11.8,10,1,5,"verified"
5000,"36 months",11.11,10,"RENT",22944.0,"home_improvement","MA",2.98,0,25.0,5,0,4,"verified"
4500,"60 months",16.77,4,"MORTGAGE",64800.0,"major_purchase","MO",10.42,0,60.300000000000004,16,1,8,"not verified"
2000,"36 months",13.06,,"RENT",60000.0,"other","AL",7.88,1,33.7,25,0,12,"verified"
15000,"36 months",15.65,,"MORTGAGE",70000.0,"debt_consolidation","FL",15.290000000000001,1,69.7,42,0,14,"verified"
15000,"36 months",12.68,6,"MORTGAGE",95000.0,"home_improvement","FL",11.600000000000001,0,47.2,12,0,8,"verified"
16000,"36 months",5.79,6,"RENT",80000.0,"credit_card","CO",8.31,0,5.1000000000000005,12,0,11,"verified"
10000,"36 months",6.92,3,"MORTGAGE",82000.0,"major_purchase","CA",16.38,0,4.2,13,0,17,"not verified"
20675,"36 months",10.0,10,"MORTGAGE",85500.0,"debt_consolidation","NH",14.58,0,59.7,13,0,15,"verified"
16000,"60 months",14.91,6,"RENT",65500.0,"debt_consolidation","CO",16.27,0,78.60000000000001,23,0,14,"verified"
35000,"36 months",10.370000000000001,10,"RENT",85000.0,"debt_consolidation","AL",6.37,0,41.7,16,0,16,"verified"
35000,"60 months",12.68,10,"MORTGAGE",80000.0,"debt_consolidation","TX",18.29,0,16.6,40,1,18,"verified"
2700,"36 months",10.0,4,"RENT",40560.0,"credit_card","NY",4.82,0,78.7,7,0,6,"not verified"
5600,"36 months",14.91,2,"RENT",66500.0,"debt_consolidation","CA",12.85,0,57.900000000000006,33,1,19,"not verified"
13500,"36 months",7.66,3,"MORTGAGE",34000.0,"other","MI",8.96,0,16.1,12,0,10,"verified"
8000,"36 months",5.79,10,"MORTGAGE",89440.0,"home_improvement","NJ",26.54,0,33.7,45,0,28,"verified"
20675,"60 months",20.11,10,"MORTGAGE",98000.0,"debt_consolidation","CA",9.040000000000001,2,67.9,24,0,17,"verified"
10000,"60 months",12.68,10,"MORTGAGE",60000.0,"major_purchase","WI",21.04,0,45.300000000000004,45,0,17,"not verified"
5000,"60 months",13.06,2,"RENT",27300.0,"debt_consolidation","OR",8.4,0,37.4,25,1,10,"verified"
9975,"36 months",13.06,10,"RENT",83200.0,"debt_consolidation","NJ",20.16,0,32.7,18,0,17,"verified"
6000,"36 months",12.68,10,"OWN",46000.0,"debt_consolidation","TX",14.71,0,70.4,30,0,13,"verified"
28000,"36 months",14.91,10,"MORTGAGE",180000.0,"credit_card","IL",7.19,0,44.300000000000004,27,0,18,"verified"
2700,"36 months",6.92,5,"MORTGAGE",49000.0,"credit_card","IL",18.67,0,6.4,18,0,5,"not verified"
10000,"36 months",11.11,3,"MORTGAGE",170004.0,"debt_consolidation","WA",16.64,0,94.30000000000001,26,0,19,"verified"
10000,"60 months",10.74,1,"RENT",110000.0,"other","CA",11.93,0,44.900000000000006,14,0,11,"verified"
6000,"60 months",14.91,2,"RENT",55000.0,"debt_consolidation","FL",20.51,0,0.5,23,0,8,"verified"
24000,"60 months",19.36,10,"MORTGAGE",78000.0,"debt_consolidation","IL",13.950000000000001,0,43.0,26,1,11,"verified"
10000,"60 months",16.02,1,"RENT",48000.0,"debt_consolidation","RI",16.2,0,96.4,10,0,7,"verified"
4800,"36 months",10.74,10,"RENT",103641.0,"vacation","MO",4.43,1,21.5,23,0,13,"verified"
12000,"36 months",10.74,5,"MORTGAGE",62510.0,"credit_card","NC",10.94,0,13.9,26,0,19,"not verified"
7000,"36 months",10.0,7,"RENT",44400.0,"debt_consolidation","IL",5.2700000000000005,0,65.60000000000001,8,1,11,"not verified"
6000,"36 months",14.91,2,"RENT",33864.0,"credit_card","NY",19.45,2,72.0,25,0,12,"verified"
3500,"36 months",14.91,10,"MORTGAGE",75500.0,"home_improvement","MA",14.24,0,97.7,17,0,24,"not verified"
5200,"36 months",5.42,,"MORTGAGE",31000.0,"other","KS",18.97,0,12.9,12,0,31,"not verified"
14125,"36 months",10.370000000000001,10,"RENT",34800.0,"debt_consolidation","RI",23.55,0,55.300000000000004,23,1,24,"not verified"
3000,"36 months",5.42,8,"MORTGAGE",54000.0,"car","OH",20.84,0,28.0,19,0,12,"verified"
1000,"60 months",13.06,1,"RENT",9600.0,"small_business","MI",22.5,0,53.1,4,1,5,"not verified"
5600,"60 months",16.400000000000002,3,"MORTGAGE",55000.0,"debt_consolidation","IL",13.94,1,41.2,18,0,8,"verified"
26000,"60 months",17.88,4,"MORTGAGE",110000.0,"home_improvement","CA",22.240000000000002,0,77.7,35,0,12,"verified"
5000,"36 months",6.92,3,"MORTGAGE",51996.0,"debt_consolidation","VA",2.61,0,25.200000000000003,23,0,12,"not verified"
1500,"36 months",7.29,1,"RENT",24000.0,"other","CA",19.05,0,36.2,18,0,10,"verified"
10000,"36 months",7.29,3,"MORTGAGE",65000.0,"debt_consolidation","NY",15.32,0,61.900000000000006,21,0,23,"not verified"
3500,"36 months",10.0,0,"RENT",63504.0,"other","NY",12.07,1,32.2,15,0,15,"verified"
15000,"60 months",17.51,10,"MORTGAGE",95000.0,"home_improvement","MO",23.63,2,78.80000000000001,48,0,14,"verified"
14000,"36 months",10.0,0,"MORTGAGE",82000.0,"other","AL",19.42,0,18.3,28,0,12,"verified"
1850,"36 months",10.74,1,"OWN",48000.0,"car","TX",5.1000000000000005,2,24.3,45,1,14,"not verified"
12000,"60 months",16.77,9,"RENT",61000.0,"debt_consolidation","NJ",18.73,0,66.3,24,0,14,"not verified"
5000,"36 months",5.42,6,"RENT",60000.0,"car","VA",6.9,0,8.700000000000001,19,0,7,"not verified"
24000,"60 months",14.17,10,"MORTGAGE",65000.0,"debt_consolidation","VA",11.34,2,31.8,22,0,27,"verified"
8000,"36 months",10.0,5,"RENT",42000.0,"debt_consolidation","CA",9.23,0,81.4,8,0,10,"verified"
8000,"60 months",17.14,5,"RENT",39150.0,"debt_consolidation","CA",13.89,0,95.2,10,1,11,"not verified"
21450,"36 months",7.29,5,"RENT",60000.0,"debt_consolidation","NY",15.280000000000001,0,0.9,26,0,9,"verified"
15000,"36 months",10.0,10,"MORTGAGE",107004.0,"major_purchase","NC",24.77,0,56.400000000000006,29,0,17,"verified"
14400,"36 months",10.74,10,"MORTGAGE",120000.0,"debt_consolidation","MD",10.13,0,72.5,28,0,15,"verified"
20000,"60 months",10.74,2,"MORTGAGE",108000.0,"other","VA",6.76,0,73.3,13,0,24,"verified"
24000,"60 months",18.62,3,"MORTGAGE",120000.0,"home_improvement","PA",4.0200000000000005,0,50.2,41,0,16,"verified"
7000,"36 months",11.11,0,"RENT",42000.0,"debt_consolidation","GA",13.49,0,48.900000000000006,8,0,6,"not verified"
18225,"36 months",10.370000000000001,10,"MORTGAGE",120000.0,"credit_card","NM",13.07,0,29.8,35,0,22,"verified"
33950,"60 months",18.25,7,"MORTGAGE",60000.0,"debt_consolidation","KS",22.46,0,75.5,20,1,16,"verified"
16075,"36 months",10.370000000000001,3,"RENT",54000.0,"debt_consolidation","OK",10.8,0,46.5,18,0,11,"not verified"
8000,"36 months",15.280000000000001,6,"RENT",42000.0,"debt_consolidation","MI",14.030000000000001,0,75.4,13,1,9,"verified"
1000,"36 months",14.91,,"RENT",24000.0,"vacation","AZ",6.6000000000000005,0,94.4,18,0,27,"not verified"
5900,"36 months",7.66,9,"MORTGAGE",84000.0,"car","DE",17.34,0,52.800000000000004,31,0,12,"not verified"
6500,"36 months",10.370000000000001,0,"RENT",62467.0,"debt_consolidation","VA",16.19,0,81.2,26,0,8,"not verified"
15000,"36 months",11.11,0,"RENT",110000.0,"debt_consolidation","NY",3.28,0,82.60000000000001,16,0,16,"not verified"
10850,"36 months",7.66,7,"MORTGAGE",40000.0,"credit_card","FL",12.36,0,37.2,14,0,6,"verified"
3000,"36 months",10.0,10,"MORTGAGE",54000.0,"home_improvement","AZ",18.11,1,35.5,21,0,15,"not verified"
8000,"36 months",5.79,0,"OWN",24000.0,"home_improvement","NH",12.15,0,0.0,10,0,9,"not verified"
12000,"36 months",10.370000000000001,10,"RENT",59000.0,"debt_consolidation","NJ",25.240000000000002,0,54.6,27,0,36,"not verified"
9000,"60 months",10.370000000000001,10,"MORTGAGE",60000.0,"car","CO",9.34,0,21.0,43,1,22,"not verified"
8000,"60 months",14.17,5,"MORTGAGE",42000.0,"debt_consolidation","NV",11.31,0,34.1,29,0,10,"not verified"
10000,"36 months",5.79,10,"MORTGAGE",65000.0,"home_improvement","NJ",2.16,0,7.2,17,0,16,"not verified"
8400,"36 months",6.92,1,"RENT",36000.0,"renewable_energy","MD",13.3,0,13.200000000000001,12,1,20,"not verified"
9600,"36 months",5.42,10,"MORTGAGE",49200.0,"debt_consolidation","MN",11.83,0,41.6,32,0,18,"not verified"
20000,"60 months",13.06,10,"MORTGAGE",95496.0,"debt_consolidation","GA",23.34,0,62.900000000000006,34,0,15,"verified"
10000,"36 months",15.65,10,"OWN",105000.0,"debt_consolidation","MA",18.31,0,98.4,23,0,21,"verified"
12000,"60 months",14.91,7,"MORTGAGE",52200.0,"debt_consolidation","FL",15.01,0,45.2,23,0,27,"not verified"
10400,"36 months",18.25,1,"RENT",57600.0,"major_purchase","IL",10.17,1,49.2,41,0,13,"not verified"
4400,"36 months",7.29,10,"MORTGAGE",94128.0,"car","FL",19.43,0,85.10000000000001,25,0,20,"verified"
4950,"36 months",9.63,,"RENT",13296.0,"medical","LA",12.91,0,34.5,8,0,8,"verified"
3600,"60 months",7.29,3,"RENT",38268.0,"credit_card","OR",9.44,0,21.3,16,0,21,"not verified"
18000,"60 months",13.8,10,"MORTGAGE",87600.0,"debt_consolidation","MI",11.89,0,50.2,35,1,14,"verified"
25000,"36 months",10.74,1,"RENT",175000.0,"credit_card","CT",0.23,0,15.9,22,0,19,"verified"
5000,"36 months",7.29,6,"MORTGAGE",48996.0,"home_improvement","NC",0.0,0,0.0,20,0,15,"not verified"
11300,"36 months",10.370000000000001,4,"MORTGAGE",80140.0,"debt_consolidation","FL",13.57,0,72.2,24,0,18,"verified"
7225,"36 months",6.92,2,"RENT",28800.0,"debt_consolidation","NJ",27.25,0,42.300000000000004,34,0,12,"verified"
3000,"36 months",7.29,0,"RENT",36000.0,"other","NC",5.0,0,60.6,9,0,17,"verified"
6000,"36 months",9.63,10,"RENT",16000.0,"other","PA",6.83,0,0.0,15,0,17,"not verified"
5000,"36 months",5.79,2,"RENT",59600.0,"medical","WI",22.21,0,33.1,33,0,15,"not verified"
3000,"36 months",10.0,6,"RENT",32400.0,"debt_consolidation","CA",21.330000000000002,0,94.30000000000001,7,0,15,"not verified"
25000,"60 months",14.17,10,"MORTGAGE",65000.0,"debt_consolidation","NJ",23.41,0,59.6,34,1,22,"verified"
7200,"60 months",15.280000000000001,3,"MORTGAGE",35000.0,"home_improvement","FL",17.490000000000002,0,68.3,11,0,5,"verified"
8750,"36 months",9.63,5,"RENT",65000.0,"debt_consolidation","NY",11.32,0,44.5,23,0,11,"not verified"
1000,"36 months",7.29,4,"RENT",29000.0,"other","NY",17.05,1,18.7,22,0,13,"not verified"
7000,"36 months",7.29,3,"MORTGAGE",84000.0,"home_improvement","NY",5.300000000000001,0,49.1,27,0,14,"not verified"
2750,"36 months",10.370000000000001,3,"RENT",57120.0,"other","CA",7.88,0,85.80000000000001,7,0,10,"not verified"
15075,"60 months",10.370000000000001,4,"RENT",29412.0,"credit_card","CT",23.79,0,58.6,33,0,20,"verified"
15000,"36 months",13.43,4,"RENT",57000.0,"debt_consolidation","TX",17.16,0,45.0,20,0,10,"verified"
8000,"36 months",13.06,10,"MORTGAGE",50000.0,"other","CA",0.74,0,71.60000000000001,31,0,13,"not verified"
20000,"60 months",14.17,0,"RENT",43680.0,"medical","CA",0.44,0,11.600000000000001,13,0,13,"verified"
9000,"36 months",7.66,3,"RENT",22000.0,"credit_card","CA",7.25,0,34.7,7,0,5,"verified"
25000,"60 months",13.06,10,"MORTGAGE",75000.0,"debt_consolidation","OH",19.82,0,71.5,20,1,19,"verified"
10200,"60 months",17.88,2,"RENT",30000.0,"other","CA",18.48,0,85.30000000000001,9,1,7,"verified"
1500,"36 months",11.11,10,"RENT",26400.0,"major_purchase","NV",22.64,0,52.1,15,0,12,"verified"
8000,"60 months",13.06,2,"RENT",135996.0,"other","AL",6.1000000000000005,1,84.7,11,1,24,"verified"
6500,"36 months",12.68,,"RENT",35000.0,"debt_consolidation","VA",5.55,0,44.1,11,0,8,"not verified"
10000,"60 months",16.400000000000002,4,"MORTGAGE",100008.0,"major_purchase","TX",14.13,0,71.10000000000001,30,0,12,"verified"
13000,"36 months",7.29,6,"RENT",87000.0,"debt_consolidation","CA",10.59,0,27.900000000000002,31,0,18,"verified"
15000,"36 months",10.0,3,"MORTGAGE",100000.0,"other","CA",13.33,0,26.700000000000003,18,0,9,"verified"
15000,"36 months",10.370000000000001,2,"RENT",61500.0,"credit_card","MD",10.11,0,37.300000000000004,17,0,11,"not verified"
5000,"60 months",11.11,10,"OWN",110000.0,"debt_consolidation","FL",18.14,0,86.80000000000001,33,0,16,"not verified"
11000,"36 months",7.29,8,"RENT",44000.0,"wedding","MA",14.100000000000001,0,29.200000000000003,12,0,11,"not verified"
5000,"36 months",7.29,6,"RENT",42000.0,"debt_consolidation","FL",8.46,0,37.6,12,0,10,"verified"
12375,"36 months",7.29,5,"MORTGAGE",33000.0,"credit_card","FL",21.96,0,26.900000000000002,32,0,10,"verified"
2400,"60 months",16.400000000000002,0,"MORTGAGE",55000.0,"debt_consolidation","MD",13.64,0,83.5,17,1,11,"verified"
35000,"60 months",19.36,10,"MORTGAGE",110000.0,"major_purchase","AR",8.71,0,46.300000000000004,35,0,13,"verified"
2750,"36 months",9.63,10,"MORTGAGE",27138.0,"credit_card","TX",18.0,0,60.2,16,0,18,"verified"
11700,"60 months",11.11,3,"MORTGAGE",41500.0,"home_improvement","TX",10.55,0,2.4000000000000004,46,1,9,"verified"
3800,"36 months",10.370000000000001,3,"RENT",60000.0,"vacation","CA",10.52,0,33.5,9,0,6,"verified"
7000,"36 months",5.42,10,"MORTGAGE",45000.0,"credit_card","MI",10.05,0,20.8,21,0,11,"not verified"
9000,"60 months",16.400000000000002,4,"MORTGAGE",67000.0,"debt_consolidation","VA",23.71,0,81.7,18,1,7,"not verified"
9200,"36 months",6.92,0,"RENT",50000.0,"credit_card","NY",6.26,0,0.0,37,0,12,"not verified"
35000,"60 months",10.370000000000001,1,"RENT",70000.0,"debt_consolidation","VA",16.46,0,50.900000000000006,38,0,14,"verified"
13325,"60 months",16.02,2,"RENT",72000.0,"debt_consolidation","CA",17.35,0,25.0,22,0,19,"verified"
11200,"36 months",10.370000000000001,10,"RENT",42000.0,"credit_card","MD",19.490000000000002,0,69.2,18,0,13,"not verified"
35000,"36 months",17.14,3,"MORTGAGE",200000.0,"other","TX",15.47,0,32.0,58,0,12,"verified"
9000,"36 months",9.63,8,"RENT",75000.0,"vacation","CA",18.66,0,81.9,26,1,11,"verified"
11000,"36 months",11.11,3,"RENT",39000.0,"debt_consolidation","CT",24.490000000000002,0,64.8,20,0,8,"verified"
9700,"36 months",9.63,10,"MORTGAGE",40800.0,"credit_card","PA",18.06,0,52.0,34,0,43,"verified"
35000,"36 months",15.65,10,"RENT",85000.0,"debt_consolidation","NY",12.040000000000001,0,62.900000000000006,18,0,17,"verified"
20000,"36 months",10.370000000000001,0,"MORTGAGE",85000.0,"debt_consolidation","FL",18.64,0,56.400000000000006,17,0,11,"verified"
